Bunny ID,GRID,GPS ,Date GPS On,Time GPS On,GPS Schedule,GPS Delay,Date on Bunny,Time on Bunny,Date Off Bunny,Time off Bunny,Date GPS OFF,Time GPS Off
24968,Kloo,AC,19-Oct-17,18:19:04,30,no delay,19-Oct-17,23:49,12-Dec-17,~1200,12-Dec-17,already off
24685,Kloo,MA,19-Oct-17,18:20:06,30,no delay,19-Oct-17,23:27,16-Nov-17,21:13,18-Nov-17,14:43:43
24628,Kloo,AB,19-Oct-17,18:17:35,30,no delay,19-Oct-17,~23:00,16-Nov-17,20:51,18-Nov-17,14:52:28
24335,Kloo,AR,19-Oct-17,18:16:34,30,no delay,19-Oct-17,~23:17,16-Nov-17,~21:20,18-Nov-17,14:59:24
24420,Jo,MT,26-Oct-17,14:51:01,30,no delay,27-Oct-17,23:35,10-Dec-17,19:20,11-Dec-17,already off
23991,Jo,AW,26-Oct-17,14:43:05,30,no delay,27-Oct-17,21:57,10-Dec-17,21:03,11-Dec-17,already off
22890,Jo,BG,26-Oct-17,14:39:48,30,no delay,27-Oct-17,23:12,20-Dec-17,~12:00,22-Dec-17,already off
23879,Jo,TE,26-Oct-17,14:40:51,,no delay,28-Oct-17,22:26,11-Feb-18,18:38,18-Feb-18,19:04:18
24683,Kloo,AM,08-Nov-17,15:57:34,30,no delay,08-Nov-17,21:25,13-Dec-17,~09:20,13-Dec-17,11:30:36
24536,Kloo,AX,08-Nov-17,17:21:01,30,no delay,08-Nov-17,20:56,13-Dec-17,14:03,13-Dec-17,16:33:35
23290,Kloo,AO,08-Nov-17,15:56:07,30,no delay,08-Nov-17,20:31,13-Dec-17,10:32,13-Dec-17,16:32:43
24583,Rolo,BC,08-Nov-17,15:58:04,30,no delay,13-Nov-17,21:06,07-Feb-18,,07-Feb-18,
24347,Rolo,NG,13-Nov-17,15:24:54,30,no delay,13-Nov-17,21:09,07-Feb-18,~17:30,07-Feb-18,~20:00
23741,Rolo,PU,13-Nov-17,15:27:02,30,no delay,13-Nov-17,20:53,13-Feb-18,18:00,18-Feb-18,already off
24404,Rolo,TA,08-Nov-17,15:56:54,30,no delay,14-Nov-17,20:39,26-Dec-17,21:55,01-Jan-18,15:33:34
24553,Kloo,AF,13-Nov-17,15:26:02,30,no delay,15-Nov-17,20:59,13-Dec-17,8:51,13-Dec-17,already off
24271,Kloo,HE,08-Nov-17,15:54:53,30,no delay,15-Nov-17,20:07,10-Feb-18,17:21,10-Feb-18,already off
24270,Kloo,AK,15-Nov-17,14:14:34,30,no delay,15-Nov-17,21:20,13-Dec-17,~1430,13-Dec-17,11:20:54
22724,Kloo,MS,15-Nov-17,14:12:04,30,no delay,15-Nov-17,21:39,13-Dec-17,9:30,13-Dec-17,11:35:44
24685,Kloo,HH,15-Nov-17,14:16:25,30,no delay,16-Nov-17,21:13,,,,
24628,Kloo,AP,16-Nov-17,19:14:23,30,no delay,16-Nov-17,20:51,02-Mar-18,23:38,04-Mar-18,13:06:00
22837,Kloo,HF,16-Nov-17,19:08:58,30,no delay,16-Nov-17,21:49,13-Dec-17,9:19,13-Dec-17,11:26:07
24960,Chadbear,BF,16-Nov-17,18:56:23,30,no delay,20-Nov-17,20:14,26-Nov-17,~11:30,03-Dec-17,18:09:28
24308,Chadbear,AB,18-Nov-17,16:49:42,30,no delay,23-Nov-17,19:42,26-Dec-17,21:59,01-Jan-18,15:24:06
24194,Chadbear,AR,18-Nov-17,16:48:04,30,no delay,23-Nov-17,19:47,07-Feb-18,,07-Feb-18,
24335,Kloo,HA,16-Nov-17,19:11:43,30,no delay,30-Nov-17,7:31,01-Jan-18,23:05,08-Jan-18,already off
24187,Chadbear,HI,05-Dec-17,15:20:51,30,no delay,08-Dec-17,19:52,26-Dec-17,21:37,01-Jan-18,15:16:37
24420,Jo,MD,05-Dec-17,15:20:02,30,no delay,10-Dec-17,19:20,15-Jan-18,20:54,18-Jan-18,17:29:03
24326,Jo,HB,10-Dec-17,18:48:34,30,no delay,10-Dec-17,20:14,03-Jan-18,20:55,08-Jan-18,18:43:53
23991,Jo,HD,10-Dec-17,18:47:03,30,no delay,10-Dec-17,21:03,27-Dec-17,0:47,01-Jan-17,18:24:18
23734,Jo,AZ,10-Dec-17,14:04:09,30,no delay,10-Dec-17,20:18,15-Jan-18,20:55,18-Jan-18,already off
22813,Jo,BF,05-Dec-17,14:38:22,30,no delay,10-Dec-17,21:19,27-Dec-17,0:11,01-Jan-18,still on
25152,Kloo,AW,12-Dec-17,15:05:52,5,24 HRS,13-Dec-17,8:20,20-Jan-18,~08:40,20-Jan-18,already off
24683,Kloo,AH,12-Dec-17,15:01:19,5,24 HRS,13-Dec-17,~09:30,20-Jan-18,14:04,24-Jan-18,already off
24661,Kloo,AT,13-Dec-17,12:03:02,5,no delay,13-Dec-17,13:31,20-Jan-18,10:45,25-Jan-18,already off
24653,Kloo,TD,12-Dec-17,15:06:25,5,24 HRS,13-Dec-17,~08:30,20-Jan-18,9:21,20-Jan-18,already off
24553,Kloo,TF,12-Dec-17,15:02:41,5,24 HRS,13-Dec-17,8:51,20-Jan-18,~10:00,20-Jan-18,already off
24536,Kloo,MA,13-Dec-17,12:02:40,5,no delay,13-Dec-17,14:03,20-Jan-18,~10:00,25-Jan-18,already off
24298,Kloo,NF,12-Dec-17,15:01:40,5,24 HRS,13-Dec-17,~09:45,20-Jan-18,13:53,24-Jan-18,already off
24270,Kloo,AF,13-Dec-17,12:02:24,5,no delay,13-Dec-17,~14:30,20-Jan-18,9:23,20-Jan-18,already off
23921,Kloo,AK,13-Dec-17,12:04:33,30,no delay,13-Dec-17,13:57,20-Jan-18,~08:20,20-Jan-18,already off
23830,Kloo,AM,13-Dec-17,12:01:43,5,no delay,13-Dec-17,13:45,20-Jan-18,~08:30,20-Jan-28,already off
23717,Kloo,AC,12-Dec-17,15:04:34,5,24 HRS,13-Dec-17,9:21,20-Jan-18,9:00,25-Jan-18,already off
23290,Kloo,AQ,12-Dec-17,15:08:19,5,24 HRS,13-Dec-17,10:32,26-Dec-17,23:01,28-Dec-17,already off
22837,Kloo,MT,12-Dec-17,15:06:56,5,24 HRS,13-Dec-17,,20-Jan-18,10:37,20-Jan-18,already off
22724,Kloo,NH,12-Dec-17,15:04:09,5,24 HRS,13-Dec-17,9:30,01-Jan-17,21:46,02-Jan-18,still on
22109,Kloo,MS,13-Dec-17,12:03:19,30,no delay,13-Dec-17,13:30,12-Feb-18,,12-Feb-18,already off
24695,Jo,MK,26-Dec-17,15:23:44,,no delay,26-Dec-17,1:00,18-Feb-18,~12:00,19-Feb-18,already off
24521,Kloo,NB,26-Dec-17,15:23:49,30,no delay,26-Dec-17,23:20,20-Jan-18,~09:10,20-Jan-18,11:16:57
24498,Kloo,ME,26-Dec-17,15:22:58,30,no delay,26-Dec-17,22:30,02-Apr-18,0:19,02-Apr-18,already off
24405,Kloo,ZA,26-Dec-17,15:22:57,30,no delay,26-Dec-17,23:28,20-Jan-18,8:36,20-Jan-18,11:26:34
24404,Rolo,MP,26-Dec-17,15:24:07,30,no delay,26-Dec-17,21:55,05-Mar-18,22:49,06-Mar-18,already off
24308,Chadbear,AO,26-Dec-17,15:22:11,30,no delay,26-Dec-17,21:59,09-Jan-18,~14:30,13-Jan-18,13:37:17
24187,Chadbear,ZB,26-Dec-17,15:23:20,30,no delay,26-Dec-17,21:37,14-Apr-18,~14:00 (mort),15-Apr-18,already off
23991,Jo,AX,26-Dec-17,15:22:01,30,no delay,26-Dec-17,0:47,15-Jan-18,22:41,18-Jan-18,17:07:06
23290,Kloo,MM,26-Dec-17,15:22:17,30,no delay,26-Dec-17,23:01,20-Jan-18,8:58,20-Jan-18,10:49:57
22813,Jo,BG,26-Dec-17,15:23:18,30,no delay,26-Dec-17,0:11,15-Jan-18,22:27,18-Jan-18,17:14:47
24688,Kloo,HD,01-Jan-18,18:58:10,30,no delay,01-Jan-18,21:40,20-Jan-18,9:34,25-Jan-18,13:15:34
24335,Kloo,AB,01-Jan-18,18:26:42,30,no delay,01-Jan-18,23:05,20-Jan-18,10:10,20-Jan-18,already off
22724,Kloo,BF,01-Jan-18,18:27:29,30,no delay,01-Jan-18,21:46,08-Feb-18,18:25,09-Feb-18,already off
24326,Jo,TA,01-Jan-18,18:58:15,,no delay,03-Jan-18,20:55,11-Feb-18,18:38,18-Feb-18,18:57:59
22975,Jo,HI,01-Jan-18,18:28:06,30,no delay,03-Jan-18,20:58,06-Mar-18,22:31,07-Mar-18,13:23:07
24420,Jo,HC,13-Jan-18,19:25:40,30,no delay,15-Jan-18,20:54,,,,
23991,Jo,HG,13-Jan-18,19:24:43,,no delay,15-Jan-18,22:41,11-Feb-18,18:24,18-Feb-18,19:15:05
23734,Jo,HA,13-Jan-18,19:25:55,30,no delay,15-Jan-18,20:55,28-Apr-18,mort,28-Apr-18,already off
22813,Jo,HN,13-Jan-18,19:24:12,30,no delay,15-Jan-18,22:27,07-Mar-18,0:19,08-Mar-18,13:54:44
25152,Kloo,AI,19-Jan-18,14:09:01,5,no delay,20-Jan-18,~08:45,02-Mar-18,21:51,04-Mar-18,13:38
24688,Kloo,AO,19-Jan-18,14:49:36,5,no delay,20-Jan-18,9:34,09-Feb-18,17:52,09-Feb-18,10:20:28
24683,Kloo,AW,20-Jan-18,12:29:12,5,no delay,20-Jan-18,14:04,10-Feb-18,18:00,10-Feb-18,20:01:59
24661,Kloo,HB,19-Jan-18,14:07:29,5,no delay,20-Jan-18,10:45,02-Mar-18,23:05,04-Mar-18,~13:00
24653,Kloo,ZA,20-Jan-18,11:49:27,5,no delay,20-Jan-18,13:23,10-Feb-18,17:42,10-Feb-18,19:55:05
24558,Kloo,AUDIO - gray,20-Jan-18,12:00:00,na,na,20-Jan-18,8:59,24-Jan-18,~20:30,na,na
24553,Kloo,AM,20-Jan-18,11:53:52,5,no delay,20-Jan-18,13:47,08-Feb-18,18:20,09-Feb-18,9:49:58
24536,Kloo,MT,20-Jan-18,12:27:06,5,no delay,20-Jan-18,13:36,08-Feb-18,18:08,09-Feb-18,10:13:15
24521,Kloo,AZ,20-Jan-18,11:00:13,5,no delay,20-Jan-18,~13:00,10-Feb-18,17:14,10-Feb-18,20:00:55
24408,Kloo,AUDIO - black,20-Jan-18,13:00:00,na,na,20-Jan-18,~09:55,24-Jan-18,~20:30,na,na
24405,Kloo,TF,20-Jan-18,11:47:09,5,no delay,20-Jan-18,~13:00,,,,
24335,Kloo,BG,19-Jan-18,14:09:52,5,no delay,20-Jan-18,10:10,14-Feb-18,17:03,18-Feb-18,18:37:15
24333,Kloo,AUDIO,20-Jan-18,12:30:00,na,na,20-Jan-18,9:14,11-Feb-18,10:10,na,na
24298,Kloo,TD,20-Jan-18,12:25:47,5,no delay,20-Jan-18,13:53,02-Mar-18,22:30,04-Mar-18,13:30
24270,Kloo,AK,20-Jan-18,11:52:07,5,no delay,20-Jan-18,13:37,10-Feb-18,~17:00,10-Feb-18,19:25:15
23921,Kloo,MM,20-Jan-18,11:50:43,5,no delay,20-Jan-18,~13:00,11-Feb-18,13:00,12-Feb-18,~1900
23830,Kloo,AB,20-Jan-18,11:45:04,5,no delay,20-Jan-18,~13:00,14-Feb-18,16:50,18-Feb-18,18:49:22
23717,Kloo,AX,19-Jan-18,14:09:22,5,no delay,20-Jan-18,9:01,27-Mar-18,1:26,30-Mar-18,already off
23290,Kloo,MG,20-Jan-18,10:55:21,5,no delay,20-Jan-18,~13:20,10-Feb-18,~17:00,10-Feb-18,already off
22837,Kloo,MD,19-Jan-18,14:08:36,5,no delay,20-Jan-18,10:37,09-Feb-18,18:26,09-Feb-18,9:59:33
24583,Rolo,HD,06-Feb-18,17:46:26,5,no delay,07-Feb-18,17:27,12-Feb-18,mort,12-Feb-18,~19:45
24347,Rolo,AT,06-Feb-18,17:46:54,5,no delay,07-Feb-18,17:07,05-Mar-18,23:25,06-Mar-18,already off
24194,Chadbear,AC,06-Feb-18,17:45:19,5,no delay,07-Feb-18,16:56,05-Mar-18,22:01,06-Mar-18,already off
24688,Kloo,AR,07-Feb-18,21:54:26,5,no delay,08-Feb-18,17:57,27-Mar-18,0:50,30-Mar-18,already off
24553,Kloo,AH,07-Feb-18,21:27:30,5,no delay,08-Feb-18,18:20,02-Mar-18,22:37,04-Mar-18,12:40:14
24536,Kloo,NF,06-Feb-18,17:45:49,5,no delay,08-Feb-18,18:08,04-Mar-18,mort,04-Mar-18,13:40:19
22837,Kloo,MA,07-Feb-18,21:31:35,5,no delay,08-Feb-18,18:26,27-Mar-18,1:18,30-Mar-18,already off
22724,Kloo,AF,06-Feb-18,17:46:09,5,no delay,08-Feb-18,18:25,27-Mar-18,2:39,30-Mar-18,already off
24683,Kloo,MD,09-Feb-18,20:11:40,5,no delay,10-Feb-18,18:00,18-Feb-18,~13:00,19-Feb-18,10:39:41
24653,Kloo,AM,09-Feb-18,20:12:28,5,no delay,10-Feb-18,17:45,27-Mar-18,2:02,30-Mar-18,already off
24521,Kloo,AO,09-Feb-18,20:10:37,5,no delay,10-Feb-18,18:02,04-Mar-18,23:59,05-Mar-18,already off
24271,Kloo,MT,09-Feb-18,20:12:48,5,no delay,10-Feb-18,17:28,15-May-18,~10:00,28-May-18,already off
24326,Jo,HE,10-Feb-18,21:40:57,5,no delay,11-Feb-18,18:38,06-Mar-18,22:16,07-Mar-18,13:18:48
23991,Jo,AK,11-Feb-18,12:32:25,5,no delay,11-Feb-18,18:24,08-Mar-18,mort,08-Mar-18,14:08:38
23921,Kloo,BC,09-Feb-18,20:12:03,5,no delay,11-Feb-18,13:00,04-Mar-18,22:22,05-Mar-18,14:54:56
23879,Jo,BF,09-Feb-18,20:11:09,5,no delay,11-Feb-18,18:38,06-Mar-18,21:59,07-Mar-18,already off
22109,Kloo,AZ,10-Feb-18,21:39:11,5,no delay,11-Feb-18,13:00,04-Mar-18,22:41,05-Mar-18,14:48:21
24981,Jo,HD,12-Feb-18,22:42:41,5,no delay,13-Feb-18,17:40,07-Mar-18,23:08,08-Mar-18,already off
23741,Rolo,ZA,12-Feb-18,22:35:32,5,no delay,13-Feb-18,18:00,05-Mar-18,22:10,06-Mar-18,12:37:18
24335,Kloo,MS,13-Feb-18,20:04:21,5,no delay,14-Feb-18,17:03,27-Mar-18,0:45,30-Mar-18,already off
23830,Kloo,MM,13-Feb-18,20:06:31,5,no delay,14-Feb-18,16:50,27-Mar-18,mort (retrieved ~18:00),30-Mar-18,13:36:46
25152,Kloo,AB,02-Mar-18,15:32:38,5,no delay,02-Mar-18,21:51,,,,
24661,Kloo,BG,02-Mar-18,15:33:38,5,no delay,02-Mar-18,23:05,30-Apr-18,1:40,30-Apr-18,14:15:31
24628,Kloo,PU,02-Mar-18,15:34:12,5,no delay,02-Mar-18,23:38,,,,
24553,Kloo,MD,02-Mar-18,15:33:09,5,no delay,02-Mar-18,22:37,02-Apr-18,0:44,02-Apr-18,already off
24298,Kloo,TE,02-Mar-18,15:34:44,5,no delay,02-Mar-18,22:30,,,,
24521,Kloo,TD,04-Mar-18,15:59:39,5,no delay,04-Mar-18,23:59,29-Apr-18,3:52,30-Apr-18,already off
23921,Kloo,HG,04-Mar-18,16:10:51,5,no delay,04-Mar-18,22:22,29-Apr-18,3:32,02-May-18,already off
22109,Kloo,AI,04-Mar-18,15:56:26,5,no delay,04-Mar-18,22:41,01-Apr-18,23:57,02-Apr-18,12:52:31
24404,Rolo,BC,05-Mar-18,17:21:24,5,no delay,05-Mar-18,22:49,01-Apr-18,0:31,01-Apr-18,14:47:57
24347,Rolo,NF,04-Mar-18,15:54:42,5,no delay,05-Mar-18,23:25,01-Apr-18,0:47,01-Apr-18,already off
24194,Chadbear,MK,04-Mar-18,16:06:42,5,no delay,05-Mar-18,22:01,06-May-18,1:35,06-May-18,already off
23741,Rolo,HB,04-Mar-18,16:12:58,5,no delay,05-Mar-18,22:10,28-Mar-18,mort (retrieved ~11:00),30-Mar-18,already off
24326,Jo,AH,05-Mar-18,17:16:13,5,no delay,06-Mar-18,22:16,02-May-18,mort,03-May-18,already off
23879,Jo,AP,05-Mar-18,15:45:45,5,no delay,06-Mar-18,21:59,03-May-18,2:45,03-May-18,already off
22975,Jo,AT,05-Mar-18,15:46:13,5,no delay,06-Mar-18,22:31,03-Apr-18,1:27,03-Apr-18,already off
24981,Jo,HE,07-Mar-18,16:43:55,5,no delay,07-Mar-18,23:08,03-Apr-18,0:52,03-Apr-18,18:17:30
23617,Jo,MP,05-Mar-18,15:47:33,5,no delay,07-Mar-18,0:18,14-May-18,2:25,23-May-18,already off
22813,Jo,BF,07-Mar-18,15:39:25,5,no delay,07-Mar-18,0:19,03-Apr-18,0:20,03-Apr-18,already off
24688,Kloo,NG,21-Mar-18,11:56:19,5,no delay,27-Mar-18,0:50,29-Apr-18,2:02,30-Apr-18,already off
24653,Kloo,HD,21-Mar-18,11:57:10,5,no delay,27-Mar-18,2:02,30-Apr-18,1:33,02-May-18,already off
24335,Kloo,AC,21-Mar-18,11:55:57,5,no delay,27-Mar-18,0:45,29-Apr-18,2:22,30-Apr-18,already off
23717,Kloo,ZA,21-Mar-18,12:16:30,5,no delay,27-Mar-18,1:26,15-May-18,~10:00,27-May-18,already off
22847,Kloo,NH,21-Mar-18,11:53:31,5,no delay,27-Mar-18,1:59,30-Apr-18,2:45,30-Apr-18,already off
22837,Kloo,AK,21-Mar-18,11:53:13,5,no delay,27-Mar-18,1:18,30-Apr-18,2:17,30-Apr-18,already off
22724,Kloo,AZ,21-Mar-18,11:55:36,5,no delay,27-Mar-18,2:39,29-Apr-18,2:51,30-Apr-18,already off
24404,Rolo,MA,31-Mar-18,13:26:01,5,no delay,01-Apr-18,0:41,13-May-18,~10:00,28-May-18,already off
24347,Rolo,AX,31-Mar-18,13:25:26,5,no delay,01-Apr-18,0:56,13-May-18,~10:00,23-May-18,already off
22109,Kloo,HI,31-Mar-18,13:21:26,5,no delay,01-Apr-18,23:57,29-Apr-18,4:02,02-May-18,already off
24553,Kloo,HB,31-Mar-18,13:26:59,5,no delay,02-Apr-18,0:44,30-Apr-18,1:53,02-May-18,already off
24498,Kloo,AF,31-Mar-18,13:26:25,5,no delay,02-Apr-18,0:19,15-May-18,~10:00,27-May-18,already off
24981,Jo,MM,31-Mar-18,13:22:30,5,no delay,03-Apr-18,0:51,03-May-18,2:09,03-May-18,already off
22975,Jo,AM,31-Mar-18,13:22:00,5,no delay,03-Apr-18,1:27,14-May-18,1:54,23-May-18,already off
22813,Jo,AR,31-Mar-18,13:27:18,5,no delay,03-Apr-18,0:20,03-May-18,2:08,03-May-18,already off
25224,ChadBear,AI,20-Nov-18,19:59:25,30,NA,21-Nov-18,~12:15,23-Nov-18,14:45,25-Nov-18,already off
25050,Kloo,MV,20-Nov-18,19:55:28,30,NA,21-Nov-18,11:46,17-Dec-18,22:08,,
24653,Kloo,NB,20-Nov-18,19:55:59,30,NA,21-Nov-18,12:15,17-Dec-18,21:55,,
24498,Kloo,ZA,20-Nov-18,19:59:45,30,NA,21-Nov-18,~12:15,28-Jan-19,9:42,28-Jan-19,already off
24335,Kloo,AF,20-Nov-18,19:57:37,30,NA,21-Nov-18,11:15,15-Dec-18,23:15,16-Dec-18,0:54
23921,Kloo,AO,20-Nov-18,19:58:38,30,NA,21-Nov-18,~10:30,13-Dec-18,12:35,13-Dec-18,12:35
22847,Kloo,MG,20-Nov-18,19:57:21,30,NA,21-Nov-18,12:05,04-Jan-19,22:30,04-Jan-19,already off
22837,Kloo,AR,20-Nov-18,19:54:42,30,NA,21-Nov-18,11:30,17-Dec-18,~22:30,18-Dec-18,0:07
22109,Kloo,HA,20-Nov-18,19:54:48,30,NA,25-Nov-18,22:40,17-Dec-18,22:55,18-Dec-18,0:17
25206,Jo,MA,25-Nov-18,15:08:00,30,NA,27-Nov-18,21:28,06-Dec-18,14:20,06-Dec-18,15:26
25028,Rolo,MT,20-Nov-18,19:58:22,30,NA,27-Nov-18,~21:45,15-Dec-18,22:30,16-Dec-18,0:59
24194,ChadBear,NG,05-Dec-18,15:55:39,30,NA,05-Dec-18,~22:15,15-Jan-19,already off,15-Jan-19,07-Dec-18
25219,Kloo,AH,15-Dec-18,16:42:14,30,NA,15-Dec-18,23:25,03-Feb-19,19:30,03-Feb-19,already off
25038,Rolo,AO,15-Dec-18,16:43:24,30,NA,15-Dec-18,22:25,23-Jan-19,0:56,23-Jan-19,already off
25028,Rolo,AI,15-Dec-18,16:41:53,30,NA,15-Dec-18,22:30,03-Jan-19,16:00,03-Jan-19,17:46:40
24347,Rolo,MA,15-Dec-18,16:43:44,30,NA,15-Dec-18,~22:55,20-Dec-18,15:15,NA,NA
24335,Kloo,HB,15-Dec-18,16:43:10,30,NA,15-Dec-18,23:08,13-Jan-19,22:35,14-Jan-19,0:46
25050,Kloo,AX,17-Dec-18,13:15:20,15,NA,17-Dec-18,22:08,05-Jan-19,14:15,05-Jan-19,15:00
24653,Kloo,MK,17-Dec-18,13:18:34,15,NA,17-Dec-18,21:55,13-Jan-19,22:59,14-Jan-19,0:39
24611,Kloo,AF,17-Dec-18,13:16:25,15,NA,17-Dec-18,22:32,11-Feb-19,0:15,11-Feb-19,already off
22837,Kloo,MT,17-Dec-18,13:17:55,15,NA,17-Dec-18,22:30,13-Jan-19,22:06,14-Jan-19,already off
22109,Kloo,AZ,17-Dec-18,13:17:10,15,NA,17-Dec-18,22:55,24-Jan-19,0:45,24-Jan-19,already off
25049,Jo,NB,18-Dec-18,14:01:29,15,NA,18-Dec-18,~22:20,27-Jan-19,23:21,27-Jan-19, already off
22847,Kloo,AI,04-Jan-19,15:17:00,15,NA,04-Jan-19,22:30,08-Feb-19,0:53,08-Feb-19,already off
24653,Kloo,20,13-Jan-19,17:29:30,15,,13-Jan-19,22:59,07-Feb-19,1:35,07-Feb-19,already off
24335,Kloo,AR,13-Jan-19,17:26:44,15,,13-Jan-19,22:35,11-Feb-19,0:10,11-Feb-19,already off
22837,Kloo,8,13-Jan-19,17:27:34,15,,13-Jan-19,22:06,25-Feb-19,11:32,22-Feb-19,already off
25678,Jo,MT,,,15,,15-Jan-19,22:27,15-Feb-19,0:36,already off,already off
25676,CB,19,NA,NA,15,,15-Jan-19,23:17,20-Jan-19,22:16,20-Jan-19,~23:10
24194,CB,10,NA,NA,15,,15-Jan-19,23:20,28-Jan-19,0:37,28-Jan-19,~01:40
25021,Jo,HA,13-Jan-19,17:25:46,15,,18-Jan-19,22:58,04-Feb-19,11:00,04-Feb-19,15:25
24693,Jo,HB,17-Jan-19,20:00:02,15,,18-Jan-19,23:16,10-Feb-19,1:03,10-Feb-19,by 02:15
25279,Jo,AX,13-Jan-19,17:30:10,15,,19-Jan-19,0:03,18-Feb-19,0:24,18-Feb-19,already off
25253,Kloo/CB,MK,17-Jan-19,20:00:26,15,,19-Jan-19,0:28,05-Feb-19,0:35,05-Feb-19,already off
25166,Rolo,18,18-Jan-19,19:38:46,15,,19-Jan-19,22:38,18-Feb-19,17:00,11-Feb-19,already off
25092,Kloo,MG,19-Jan-19,18:46:02,15,,19-Jan-19,23:05,08-Feb-19,8:40,08-Feb-19,9:55
25677,CB,HI,19-Jan-19,18:49:31,15,,20-Jan-19,22:40,25-Feb-19,by 20:00,21-Jan-19,already off
25676,CB,4,19-Jan-19,19:34:20,15,,20-Jan-19,22:16,08-Feb-19,1:10,08-Feb-19,already off
25029,Kloo,55,19-Jan-19,18:46:51,15,,21-Jan-19,23:21,17-Feb-19,0:58,17-Feb-19,1:32
25695,Jo,19,22-Jan-19,19:03:06,15,,22-Jan-19,23:45,09-Feb-19,0:53,09-Feb-19,1:43
25297,Jo,44,19-Jan-19,18:48:47,15,,22-Jan-19,23:30,10-Feb-19,0:58,10-Feb-19,by 02:15
25258,Jo,NG,19-Jan-19,19:17:38,15,,22-Jan-19,23:55,20-Feb-19,,20-Feb-19,already off
24547,Jo,21,18-Jan-19,19:39:05,15,,22-Jan-19,23:00,10-Feb-19,0:38,10-Feb-19,by 02:15
25038,Rolo,MD,19-Jan-19,18:50:23,15,,23-Jan-19,0:56,24-Feb-19,by 20:00,24-Feb-19,22:15
24523,Kloo,17,18-Jan-19,19:38:27,15,,23-Jan-19,23:51,20-Feb-19,9:45,20-Feb-19,already off
22109,Kloo,AM,23-Jan-19,21:13:17,15,,24-Jan-19,0:42,31-Jan-19,by 13:30,31-Jan-19,14:35
25049,Jo,AZ,27-Jan-19,21:05:45,15,,27-Jan-19,23:21,18-Feb-19,18:00,18-Feb-19,19:46
25026,Sulphur,HD,22-Jan-19,19:02:25,15,,27-Jan-19,0:06,28-Feb-19,23:20,19-Feb-19,already off
24306,Sulphur,AO,23-Jan-19,21:15:34,15,,27-Jan-19,1:00,01-Mar-19,22:33,23-Jan-19,already off
24168,Sulphur,MM,22-Jan-19,19:02:48,15,,27-Jan-19,2:10,28-Feb-19,23:48,26-Feb-19,already off
24143,Sulphur,MP,23-Jan-19,21:14:25,15,,27-Jan-19,0:49,18-Feb-19,,18-Feb-19,19:35
24498,Kloo,ME,23-Jan-19,21:16:34,15,,28-Jan-19,9:42,20-Feb-19,9:30,20-Feb-19,already off
24194,Chad Bear,TD,27-Jan-19,21:03:16,15,,28-Jan-19,0:37,14-Feb-19,15:15,14-Feb-19,by 16:00
25699,Kloo,10,29-Jan-19,20:39:28,15,,30-Jan-19,0:50,25-Feb-19,by 20:00,25-Feb-19,21:21
25682,Rolo,NH,27-Jan-19,21:12:50,15,,30-Jan-19,0:39,20-Feb-19,by 12:00,20-Feb-19,14:42
25686,Rolo,HA,04-Feb-19,22:49:25,15,,05-Feb-19,23:35,18-Feb-19,0:35,18-Feb-19,1:30
25253,Chad Bear,ZA,29-Jan-19,20:40:07,15,,05-Feb-19,0:37,08-Feb-19,0:56,08-Feb-19,1:45
24404,Rolo,AM,04-Feb-19,22:47:14,15,,05-Feb-19,23:48,22-Feb-19,by 19:30,22-Feb-19,22:40
24271,Kloo,AH,04-Feb-19,22:48:33,15,,05-Feb-19,1:34,09-Apr-19,11:00,17-Mar-19,already off
24653,Kloo,AW,06-Feb-19,23:16:56,15,,07-Feb-19,1:38,22-Feb-19,by 19:30,22-Feb-19,22:28
25253,Chad Bear,NB,06-Feb-19,23:15:28,15,,08-Feb-19,0:56,22-Feb-19,by 19:30,22-Feb-19,22:31
25092,Kloo,MK,06-Feb-19,23:32:25,15,,08-Feb-19,8:40,06-Apr-19,10:00,13-Mar-19,already off
22847,Kloo,HG,06-Feb-19,23:13:23,15,,08-Feb-19,0:53,20-Mar-19,0:50,17-Mar-19,already off
25695,Jo,ZA,08-Feb-19,22:06:06,15,,09-Feb-19,0:53,21-Mar-19,by 10:00,21-Mar-19,20:45
25297,Jo,20,08-Feb-19,22:07:05,15,,10-Feb-19,0:58,,,,
24693,Jo,MG,08-Feb-19,22:07:25,15,,10-Feb-19,1:03,21-Feb-19,17:30,21-Feb-19,19:05
24547,Jo,4,08-Feb-19,22:18:40,15,,10-Feb-19,0:38,12-Mar-19,0:07,15-Feb-19,already off
24611,Kloo,21,10-Feb-19,21:27:38,15,,11-Feb-19,0:15,19-Mar-19,18:15,19-Feb-19,already off
24335,Kloo,AI,08-Feb-19,22:07:49,15,,11-Feb-19,0:10,25-Feb-19,by 20:00,25-Feb-19,21:50
25678,Jo,TD,14-Feb-19,19:07:12,15,,15-Feb-19,0:36,24-Feb-19,by 20:00,24-Feb-19,22:00
25246,Jo,AF,13-Feb-19,19:13:25,15,,15-Feb-19,1:22,04-Mar-19,by 13:15,02-Mar-19,already off
25029,Kloo,19,16-Feb-19,20:50:56,15,,17-Feb-19,0:58,10-Mar-19,23:24,10-Mar-19,1:15
25279,Jo,MT,16-Feb-19,20:51:51,15,,18-Feb-19,0:24,23-Feb-19,11:30,23-Feb-19,15:02
